id;codigo;nome;descricao;valor;valorcusto;estoque;data;imagem;ultima_compra
;7898179462728;chupeta mamita 60ml;produto teste;5,9;1;5,9;;;
;49685;chupeta new baby;produto teste;1;48;1;;;
;7898179464975;Chuquinha Mamita 60ml;produto teste;4,5;0;4,5;;;
;7898139872567;chuquinha new baby;produto teste;5,75;-4;5,75;;;
;7890217030302;CHUVEIRO ARTICULAVEL CROMADO CIVITT;produto teste;25;1;25;;;
;7898668360726;Chuveiro grande Herc;produto teste;20;5;20;;;
;5600365966956;Chuveiro igienico flux branco 2 em 1;produto teste;20;0;20;;;
;7898668360641;Chuveiro Peq Plastico;produto teste;7;21;7;;;
;878811;Chuveiro Plas C/ Registro Peq;produto teste;8;9;8;;;
;7896072911145;Cidra cereser 660ml;produto teste;15;6;15;;;
;7898280620055;cidra cristal doce amor;produto teste;10;5;10;;;
;7896100501720;Cidra Doce Rose nac Del Sole 660ml;produto teste;11;2;11;;;
;7898280620215;Cidra lider 660ml;produto teste;9,5;-2;9,5;;;
;237;Cidra lider de prata 660ml;produto teste;9,5;7;9,5;;;
;7891150049826;cif 500 ml desen rapido promo;produto teste;9,5;5;9,5;;;
;7891150073494;cif 500 ml tira limo;produto teste;9,5;2;9,5;;;
;7891150038585;cif banheiro ultra limpeza spray;produto teste;12,5;0;12,5;;;
;7891150022034;cif cremoso original com mic particulas 450ml;produto teste;10,5;6;10,5;;;
;7891150025349;cif desengordurante 500ml;produto teste;9,5;4;9,5;;;
;7891150022010;cif multiuso 250 ml;produto teste;6,5;8;6,5;;;
;7891150034341;Cif multiuso 250ml laranja;produto teste;5,9;10;5,9;;;
;7891150022003;Cif multiuso 250ml limão;produto teste;5,9;9;5,9;;;
;7891150022010;Cif multiuso 250ml original;produto teste;5,9;17;5,9;;;
;7891150062016;Cif multiuso ultra rapido 500ml;produto teste;3,5;0;3,5;;;
;7891150065727;cif tira limo 500ml;produto teste;5,5;1;5,5;;;
;7891150025332;Cif ultra rapido desengordurante 500ml;produto teste;12;8;12;;;
;7891150049833;Cif ultra rapido tira limo 500ml;produto teste;10;17;10;;;
;7893858311793;Cilindro de fech stan;produto teste;15;5;15;;;
;879028;Cilindro p/ fech silvana;produto teste;13;8;13;;;
;7898128081680;Cinta Amarracao Carga 3T;produto teste;120;1;120;;;
;7891155020257;CJ sempre ret c/2  ;produto teste;55;0;55;;;
;7896042046471;clic pote rosca 4647;produto teste;8,9;0;8,9;;;
;139;clip isolador 2 linhas;produto teste;0,3;-129;0,3;;;
;140;clip isolador 3 linhas;produto teste;0,4;75;0,4;;;
;7898636470136;clips galvonizado 3/0  50 unid  xr;produto teste;2,5;2;2,5;;;
;7897849609081;clips galvonizado 4/0 50 unid;produto teste;2,7;4;2,7;;;
;7898636470143;clips XR cx c/ 50 unid;produto teste;3,5;0;3,5;;;
;7622300990701;club social original ;produto teste;4,2;66;4,2;;;
;7622210644534;club social queijo;produto teste;4,2;16;4,2;;;
;7622210641151;Club Social sabor pizza 141g;produto teste;4,2;-16;4,2;;;
;7899805334211;coador de café peq;produto teste;2,5;-16;2,5;;;
;7898112977029;coador de café zaleana tam G;produto teste;3;-5;3;;;
;7897077820739;Cobertura harald ao leite 1,05kg;produto teste;19,75;-5;19,75;;;
;7897077820715;Cobertura harald meio amargo ;produto teste;20,5;0;20,5;;;
;7896383054289;Cobertura jazam choc/leite 1,01 kg;produto teste;22;-1;22;;;
;7891048014318;cobertura p sorvete chocolate 190g;produto teste;9;1;9;;;
;7896292302075;COBERTURA SABOR MORANGO 200G;produto teste;8,5;3;8,5;;;
;879189;COCADA;produto teste;0,5;39;0,5;;;
;7891030300184;COCO RALADO 50G MOCOCA;produto teste;2,2;0;2,2;;;
;7896004400020;coco ralado sococo 50g;produto teste;2,6;0;2,6;;;
;7896183901790;coco ralado zaeli;produto teste;2,6;57;2,6;;;
;879065;Coifa alavanca reduçao Band;produto teste;15;2;15;;;
;879066;Coifa caixa de macha Band;produto teste;20;2;20;;;
;7898543380610;cola artesanato tekbond 20g;produto teste;10,25;1;10,25;;;
;6928877828081;cola bastão 8g;produto teste;1,75;-2;1,75;;;
;7898119105388;Cola Bastao Masterprint 21g;produto teste;2,5;5;2,5;;;
;7897254137049;cola bastao p;produto teste;2;20;2;;;
;7897933621210;cola branca;produto teste;2,8;-1;2,8;;;
;7898003768033;cola branca bambini 40g;produto teste;2;2;2;;;
;7897933621227;cola branca new magic  90g;produto teste;4,5;4;4,5;;;
;7897731140159;cola c/ brilho 25g;produto teste;15;1;15;;;
;7891153029023;COLA C/ GLITER  AZUL;produto teste;3,75;1;3,75;;;
;7891153029016;COLA C/GLITER PRATA ;produto teste;3,75;0;3,75;;;
;7891153029030;COLA C/GLITER VERMELHA ;produto teste;3,75;0;3,75;;;
;7891153029047;COLA C/GLITER VERMELHA ;produto teste;3,75;4;3,75;;;
;7897464700972;cola colorida plast paint cx. c/ unid;produto teste;5,5;8;5,5;;;
;7896231713528;Cola de contato 75g;produto teste;5;1;5;;;
;7898543381662;COLA DE CONTATO30G TEK BOND;produto teste;7;-1;7;;;
;7898472250503;cola de silicone tekbond 100ml;produto teste;7,9;1;7,9;;;
;7898472250305;cola de silicone tekbond 60ml;produto teste;6,5;1;6,5;;;
;49770;cola gliter ;produto teste;2,75;5;2,75;;;
;7897844204229;Cola Gliter ZAS-TRAZ;produto teste;7,9;23;7,9;;;
;7897464701665;cola isopor  e E.V.A delta 90 g;produto teste;5,5;0;5,5;;;
;7898003768194;Cola Isopor Bambini 90g;produto teste;5;6;5;;;
;7898003768170;Cola isopor bambini plus 40 g;produto teste;2,85;-2;2,85;;;
;7896572014216;COLA ISOPOR COMPACTOR 40G;produto teste;2,85;11;2,85;;;
;7896572014230;CoLA isopor compactor 9g;produto teste;5,5;2;5,5;;;
;7897464701634;cola isopor koala 40g ;produto teste;2,85;-10;2,85;;;
;7897933641010;cola isopor new magic 40 g;produto teste;3,5;33;3,5;;;
;7897933641034;cola isopor new magic 80g;produto teste;6,5;28;6,5;;;
;7897933641010;COLA ISOPOR NEWMAGIC 40G;produto teste;3,75;19;3,75;;;
;7897254139203;Cola Isopor Radex 90g;produto teste;6,5;32;6,5;;;
;7897464701009;cola koala 40g;produto teste;2,85;29;2,85;;;
;7897464701030;cola koala branca  90g;produto teste;4,5;8;4,5;;;
;7897562200480;cola lavável maxi cola 90g;produto teste;4,5;-3;4,5;;;
;7896038101740;cola p madeira poli;produto teste;20;14;20;;;
;7891200007493;Cola para Madeira 1kg cascorez;produto teste;20;8;20;;;
;7899917125332;Cola plástica  Anjo 1kg;produto teste;10;1;10;;;
;7891200007486;cola pra madeira 500ml cascorez;produto teste;12;12;12;;;
;7898904869044;cola tek bond 2g;produto teste;2;19;2;;;
;7898904869815;cola tekbond;produto teste;7;74;7;;;
;7896020417149;cola three bond verde;produto teste;2,5;3;2,5;;;
;7891024033715;COLGATE TOTAL 12 50G;produto teste;2,9;144;2,9;;;
;2015;colher arroz aluminio grande;produto teste;7,5;11;7,5;;;
;2013;colher arroz aluminio pequena;produto teste;4,5;-10;4,5;;;
;2990043;colher concha polida ;produto teste;8,9;7;8,9;;;
;7866;colher de aluminio polido ;produto teste;8,9;16;8,9;;;
;78700;colher de arroz grande inox ;produto teste;14;7;14;;;
;7899441527664;colher de bamboo sQ;produto teste;5,5;9;5,5;;;
;7896211804574;colher de mesa avulso tiffany;produto teste;3;-17;3;;;
;7896211813071;colher de mesa avulso verde;produto teste;3;-5;3;;;
;2016;colher de mesa inox comum;produto teste;2,5;39;2,5;;;
;2027;colher de mesa inox reforçada;produto teste;3,5;2;3,5;;;
;7896211813026;colher de mesa pret;produto teste;3;6;3;;;
;7896211813095;colher de mesa vermelho;produto teste;3;-16;3;;;
;2990040;colher de pau;produto teste;9,5;-2;9,5;;;
;39970;colher de pau;produto teste;7,9;1;7,9;;;
;39980;colher de pau;produto teste;5,5;1;5,5;;;
;39900;colher de pau G;produto teste;9,75;5;9,75;;;
;7897157700876;colher de pedreiro 8 paceta;produto teste;28;1;28;;;
;7706912850483;Colher de pedreiro N 8 ATLAS ;produto teste;17;3;17;;;
;7706912850490;Colher de pedreiro n 9 gavilan;produto teste;18;3;18;;;
;7896343070243;colher de refeição prafesta 50un ;produto teste;3,5;20;3,5;;;
;895628;colher de silicone;produto teste;15,9;9;15,9;;;
;7896211892441;colher mesa avulso amarela;produto teste;3;-2;3;;;
;7896211834403;colher mesa rosa;produto teste;3;-21;3;;;
;7898954202457;Colher p/servir cores;produto teste;4,5;35;4,5;;;
;7899653779622;colher para suco aço inox original;produto teste;6;9;6;;;
;7898111825192;Colher refeçao 50 un;produto teste;3,5;-1;3,5;;;
;7898032372119;colher refeiçao 50uni sert plast;produto teste;3,5;77;3,5;;;
;7895226150027;colher refeicao especial;produto teste;3,5;-8;3,5;;;
;7898339100729;Colher refeição ultratalher c/50 ;produto teste;2,75;1;2,75;;;
;7898302982833;Colher sobremesa;produto teste;2,75;34;2,75;;;
;7895226800298;colher sobremesa 50 un;produto teste;2,75;63;2,75;;;
;7898202616210;colher sobremesa 50 un ;produto teste;2,75;26;2,75;;;
;7898111825161;colher sobremesa rio festa 50 un ;produto teste;2,75;-73;2,75;;;
;7896020153757;colonia baruel 120ml toque delicado;produto teste;8,9;7;8,9;;;
;7896020161042;colonia baruel xuxinha sono tran 120ml;produto teste;8,9;8;8,9;;;
;7896490288898;colorifico dona clara 100g;produto teste;0,8;23;0,8;;;
;189;Coluna p  Lavatorio ;produto teste;55;4;55;;;
;3154141194504;compaço study prata;produto teste;9;0;9;;;
;3154141945106;compaço study preto;produto teste;9;0;9;;;
;7897185953923;compasso escolar metal silver;produto teste;6,4;5;6,4;;;
;879117;Compensado 1.60x220 15mm;produto teste;140;0;140;;;
;49761;compensado 2,20 x 1,60 18mm ;produto teste;150;1;150;;;
;49714;compo de aluminio com alça ;produto teste;3,3;0;3,3;;;
;7898994801856;composto de leite em po meu leite 200g;produto teste;2,9;9;2,9;;;
;7898215152453;composto de leite piracanjuba otimo ;produto teste;4,5;239;4,5;;;
;7896434921119;Composto de leite triangulo 200g;produto teste;3;201;3;;;
;7896229974320;concentrado antiqueda skafe 10ml;produto teste;3;0;3;;;
;7899842259669;concha de silicone;produto teste;15,9;4;15,9;;;
;7898954202464;concha para servir ;produto teste;4,8;4;4,8;;;
;7898905367655;cond  relvazon  jaborandi 350ml;produto teste;7;1;7;;;
;7898623952669;cond  salon line to de cachinho limp inc 300ml;produto teste;12,75;7;12,75;;;
;7896020159285;cond baruel 120ml cabelos cacheados;produto teste;6,75;11;6,75;;;
;7896020161080;cond baruel 120ml sono tranq;produto teste;6,75;9;6,75;;;
;7896020153788;cond baruel 120ml suave cheirinho ;produto teste;6,75;-10;6,75;;;
;7896020161028;cond baruel camomila;produto teste;6,75;7;6,75;;;
;7891010047184;cond cachos dos  sonhos 200ml;produto teste;16,5;-1;16,5;;;
;7891024184271;cond darling ceramidas 350ml;produto teste;7,5;21;7,5;;;
;7891024182970;cond darling tilia 350ml;produto teste;7,5;-2;7,5;;;
;7896279102407;cond desembaraçante muriel baby 100ml azul;produto teste;9,9;3;9,9;;;
;7896279102377;cond desembaraçante muriel menina 100ml;produto teste;6,75;10;6,75;;;
;7891150050129;cond dove oleo de coco e curcuma 200ml;produto teste;11,9;8;11,9;;;
;7899026420571;cond elseve  reparacao total5 200ml;produto teste;12;6;12;;;
;7899026464933;cond elseve arginina resist 200ml;produto teste;12;7;12;;;
;7898587764926;cond elseve extra profundo ;produto teste;11,5;0;11,5;;;
;7899706180962;COND ELSEVE LISO DOS SONHOS 200ML;produto teste;14;3;14;;;
;7899706164191;cond elseve reparador 170ml;produto teste;11,5;0;11,5;;;
;7899706117753;cond elseve supreme control 200ml;produto teste;10;1;10;;;
;7891010030476;cond jhonsons baby  200ml verde;produto teste;16,5;8;16,5;;;
;7891010601188;cond jhonsos baby  200ml gotas de brilho;produto teste;16,5;4;16,5;;;
;7891010030452;cond jhonsos baby  amarelo 200ml;produto teste;16,5;3;16,5;;;
;7891010980085;cond jhonsos baby  azul 200ml;produto teste;16,5;5;16,5;;;
;7898658620915;cond keraform acao rapida 500ml;produto teste;19,9;1;19,9;;;
;7898658622681;cond keraform desmaia geral 500ml;produto teste;22;2;22;;;
;7898658620656;cond keraform oleo de coco 500ml;produto teste;22;5;22;;;
;7898658624920;Cond keraform oleo de ricino 500ml;produto teste;20;2;20;;;
;7898658620823;cond keraforme eu amo 500ml;produto teste;22;6;22;;;
;7891176117578;cond kolene  oleos essenciais 300ml;produto teste;6,5;47;6,5;;;
;7899706152129;cond l'oreal elseve cachos 200 ml;produto teste;12;11;12;;;
;7899026487208;cond l'oreal elseve quebra-liso;produto teste;12;6;12;;;
;7896094906501;cond monange anticaspa 390ml;produto teste;8,5;0;8,5;;;
;7896094905450;cond monange antifriz350ml;produto teste;7;0;7;;;
;7898919412037;cond monange hidratação intemsiva 350ml;produto teste;7;2;7;;;
;7896094999053;cond monange lisos radiantes350ml;produto teste;7;6;7;;;
;7896235353409;Cond monange lisos te quero! 325ml;produto teste;8,5;2;8,5;;;
;7898919412051;cond monange reconstrutor 350ml;produto teste;8;4;8;;;
;7891176111040;cond neutrox 100ml class;produto teste;3,2;12;3,2;;;
;7897664168466;cond neutrox 230ml mar e pscina;produto teste;4,5;0;4,5;;;
;7896000727473;cond niely gold agua de coco 300 ml;produto teste;7,25;2;7,25;;;
;7896000724588;cond niely gold cachos 200ml;produto teste;7,25;1;7,25;;;
;7896000724496;cond niely gold chocolate 200ml;produto teste;7,25;0;7,25;;;
;7896000725226;cond niely gold mega brilho  200ml;produto teste;8,25;4;8,25;;;
;7896000717528;cond niely gold oleo de argan;produto teste;7,25;14;7,25;;;
;7891024029794;cond palmolive 350 ml;produto teste;8;1;8;;;
;7891024174432;cond palmolive antiarmado 350 ml;produto teste;7,5;1;7,5;;;
;7891024174715;cond palmolive ceramidas forte;produto teste;8;4;8;;;
;7891024158708;cond palmolive iluminador pretos cab escuros 350ml;produto teste;8;9;8;;;
;7891024174630;cond palmolive kids 350ml amarelo;produto teste;10,8;7;10,8;;;
;7891024174685;cond palmolive kids 350ml verde;produto teste;10,8;5;10,8;;;
;7891024026137;cond palmolive longo sedutor 350ml;produto teste;8;5;8;;;
;7891024034156;cond palmolive manteiga de cacau 350ml;produto teste;8;0;8;;;
;7891024172537;cond palmolive neutro;produto teste;8,95;4;8,95;;;
;7891024170335;cond palmolive nutri liss;produto teste;8;4;8;;;
;7500435128940;Cond pantene micelar 175ml;produto teste;11,95;3;11,95;;;
;7898293493295;cond relvazon 350ml oleo de argan;produto teste;5;5;5;;;
;7898293490331;cond relvazon cabelos molhados 350ml;produto teste;8;6;8;;;
;7898905367617;cond relvazonpretos lumini 350ml;produto teste;7;1;7;;;
;7898623950528;cond salon line desmais cachos 200ml;produto teste;11,5;6;11,5;;;
;7898524349445;Cond salon line meu liso desmaia 300ml;produto teste;13;0;13;;;
;7898623951709;cond salon line sos cachos coco 300ml;produto teste;13,5;12;13,5;;;
;7891150056589;cond seda  bomba de argan 325ml;produto teste;9,9;21;9,9;;;
;7891150060722;cond seda babosa oleos 325 g;produto teste;8,75;7;8,75;;;
;7891150067516;cond seda bomba coco 325ml;produto teste;9,9;8;9,9;;;
;7891150037250;cond seda ceramidas 325ml;produto teste;9,9;12;9,9;;;
;7891150037618;cond seda keraforce 325ml;produto teste;9,9;13;9,9;;;
;7891150037328;cond seda liso perf 325ml ;produto teste;9,9;39;9,9;;;
;7898009431252;Cond shalon line bom antqueda;produto teste;16;2;16;;;
;7898658620311;cond skafe natutrat 12 em 1 300 ml;produto teste;12;6;12;;;
;7898658620250;cond skafe natutrat argan;produto teste;8;1;8;;;
;7898658620410;cond skafe natutrat coco 300 ml;produto teste;12;9;12;;;
;7898658620168;cond skafe natutrat nutritivo ;produto teste;15;-1;15;;;
;7896115700194;cond tralala kids  480ml  amarelo;produto teste;9,9;3;9,9;;;
;7896115701771;cond tralala kids  480ml  vermelh;produto teste;9,9;10;9,9;;;
;7896115702020;cond tralala kids  480ml azul;produto teste;9,9;-1;9,9;;;
;7896115701078;cond tralala kids  480ml laranja;produto teste;9;0;9;;;
;7896115700026;cond tralala kids  480ml rosa;produto teste;9,9;5;9,9;;;
;7896115700026;cond tralala kids  480ml rosa;produto teste;9,9;6;9,9;;;
;7896115701535;cond tralala kids  480ml verde;produto teste;9,9;11;9,9;;;
;7898658622360;Cond. Keraforme Cachos definidos 500ml;produto teste;22;10;22;;;
;7896279113427;cond. muriel umidiliz menina 150ml;produto teste;7,75;2;7,75;;;
;7891150078307;Cond. Seda joias do sertao 325ml;produto teste;9,9;8;9,9;;;
;7891150044197;condic dove 200ml ultra cachos;produto teste;11,9;10;11,9;;;
;7898587774352;condic nutricao elseve oleo extraordinario ;produto teste;12;6;12;;;
;7500435125451;condicionador  pantene restauracao 175ml;produto teste;11,95;7;11,95;;;
;7898623951174;condicionador  salon line cachos kids 300ml;produto teste;13,5;3;13,5;;;
;7891150008168;CONDICIONADOR CLEAR ANTICASPA HID. INTENS. 200ML;produto teste;17;2;17;;;
;7891150056091;CONDICIONADOR CLEAR SCALPFOODS;produto teste;17;3;17;;;
;7891150008816;condicionador dove reconstrucao 200ml;produto teste;11,9;13;11,9;;;
;7899706170857;condicionador elseve longo dos sonhos;produto teste;12;6;12;;;
;7896512911988;condicionador granado erva doce 250ml;produto teste;18,5;4;18,5;;;
;7896512911971;condicionador granado lavanda 250ml;produto teste;18,5;-1;18,5;;;
;7896512911391;condicionador granado tradiconal 250ml;produto teste;18,5;6;18,5;;;
;7898610370070;Condicionador haskell cavalo forte 300ml;produto teste;34;8;34;;;
;7898662450171;condicionador haskell crescimento 300ml;produto teste;14,5;1;14,5;;;
;7898944073968;Condicionador haskell jaborandi 300ml;produto teste;25;0;25;;;
;7898662450904;Condicionador haskell liso 300ml;produto teste;16;6;16;;;
;7898610372586;Condicionador haskell liso 300ml;produto teste;32,5;6;32,5;;;
;7898944073265;Condicionador haskell mandioca 300ml;produto teste;25;3;25;;;
;7896229901258;condicionador keraforme cachos 500ml;produto teste;19,9;0;19,9;;;
;7896235353416;condicionador monange cachos oleo de coco;produto teste;8,5;1;8,5;;;
;7898919412068;condicionador monange cachos perfeitos 250ml;produto teste;8,5;4;8,5;;;
;7896094999060;condicionador monange reconstrutor 350ml;produto teste;8;0;8;;;
;7896279102384;condicionador muriel menina 150ml;produto teste;10,5;3;10,5;;;
;7896279114042;Condicionador Muriel Umiliz menino 150ml;produto teste;7,5;3;7,5;;;
;7896229906239;Condicionador natu hair manteiga de karite 300ml;produto teste;15;6;15;;;
;7896229906239;condicionador natu hair nutritivo;produto teste;15;7;15;;;
;7891176117646;condicionador neutrox  classico 300 ml ;produto teste;7,75;-1;7,75;;;
;7891176117592;condicionador neutrox sos 300 ml;produto teste;6,95;9;6,95;;;
;7896000726360;condicionador niely gold compridos fortes 200 ml;produto teste;8,25;4;8,25;;;
;7896000722515;condicionador niely gold nutricao poderos 200ml;produto teste;7,25;2;7,25;;;
;879099;condicionador niely gold oleo de coco;produto teste;8,25;-12;8,25;;;
;7896000711175;condicionador niely gold queratina reparação 200 ml;produto teste;8,25;-1;8,25;;;
;7896000712974;condicionador niely liso prolong 200ml;produto teste;8,5;14;8,5;;;
;7898662450218;Condicionador oh my! amarelou geral 300ml;produto teste;16;2;16;;;
;7898662450232;Condicionador oh my! desmaia sem do;produto teste;16;4;16;;;
;7898662450195;Condicionador oh my! liso ate que falar ;produto teste;16;2;16;;;
;7898662450133;Condicionador oh my! ninguem segura 300ml;produto teste;16;2;16;;;
;7891024161821;condicionador palmolive cachos extrato de babosa 350ml;produto teste;8;-2;8;;;
;7891024042328;CONDICIONADOR PALOMLIVE CACHOS 350ML;produto teste;8;7;8;;;
;7500435125307;condicionador pantene brilho extremo 175 ml ;produto teste;11,95;6;11,95;;;
;7500435125482;condicionador pantene cachos 175 ml;produto teste;11,95;4;11,95;;;
;7500435125314;condicionador pantene controle de queda 175 ml;produto teste;11,95;-4;11,95;;;
;7500435125413;condicionador pantene liso extremo 175 ml;produto teste;11,95;3;11,95;;;
;7896012877722;Condicionador Pompom camomila 200ml;produto teste;9,5;6;9,5;;;
;7896012877715;Condicionador Pompom suave 200ml;produto teste;9,5;3;9,5;;;
;7898623958845;CONDICIONADOR SALON LINE MEU LISO DEMAIS 170ML;produto teste;13,5;4;13,5;;;
;7898524349230;condicionador salon line molinhas kids ;produto teste;12,75;1;12,75;;;
;7898524349230;CONDICIONADOR SALON LINE MOLINHAS KIDS 300ML ;produto teste;12,754;6;12,754;;;
;7898623950856;condicionador salon line sos bomba orig 300ml ;produto teste;16;16;16;;;
;7898623952713;condicionador salon line sos mel cachos int 300 ml ;produto teste;15,6;13;15,6;;;
;7898524347014;condicionador salon line sos oleo de maga tradicional 300ml ;produto teste;13,75;2;13,75;;;
;7891150037465;condicionador seda  cachos definidos 325ml;produto teste;9,9;18;9,9;;;
;7891150049604;condicionador seda bomba de nutrição 325ml;produto teste;9,9;13;9,9;;;
;7891150037274;condicionador seda crescimento saudavel 325 ml;produto teste;9,9;-9;9,9;;;
;7891150037632;condicionador seda liso extremo 325 ml ;produto teste;9,9;10;9,9;;;
;7891150037366;condicionador seda oleo hidratação 325 ml;produto teste;9,9;7;9,9;;;
;7891150037342;Condicionador Seda preto luminosos 325 ml;produto teste;9,9;3;9,9;;;
;9;Conduite corrugado 3/4 25mm 1m ;produto teste;1,8;211;1,8;;;
;878858;Conduite Corrugado de 1/2;produto teste;1,3;79;1,3;;;
;7897150028823;confort intense ;produto teste;8,75;0;8,75;;;
;2990069;conico central p/ rolamento;produto teste;2;20;2;;;
;7898322647507;Conj astop c/ Disjuntor Ilumi;produto teste;25;1;25;;;
;7891240000034;conj copos brasil bahia 6un;produto teste;15;2;15;;;
;7891240000263;conj copos brasil ouro preto 6un;produto teste;14;2;14;;;
;7891155017684;conj copos nadir batuque 6un;produto teste;14,9;5;14,9;;;
;7891155025115;conj copos nadir ginga 6un;produto teste;14,9;16;14,9;;;
;7891155017608;conj copos nadir maracatu 6un;produto teste;14,9;6;14,9;;;
;7891155069959;conj copos nadir poema 6un;produto teste;13;1;13;;;
;7896036572023;conj de escova pente neopan;produto teste;13;11;13;;;
;7896479947037;"conjunto 24 pe;as verde";produto teste;28;1;28;;;
;7898378690915;conjunto 3 canecas colorido;produto teste;4;12;4;;;
;7890247508208;conjunto 6 xicaras e pires alexander dsigner;produto teste;55;1;55;;;
;7899968521510;conjunto 6 xicaras e pires rose dsigner;produto teste;52;1;52;;;
;7898542002605;Conjunto astop ilumini;produto teste;20;0;20;;;
;7908136303800;conjunto boneca princess girl;produto teste;17;0;17;;;
;7891240000300;CONJUNTO COPO BRASIL ITAPEMA 6X1;produto teste;15;0;15;;;
;7891155041689;conjunto copo brisa c/6;produto teste;24,5;0;24,5;;;
;7891155021148;conjunto copo nadir ;produto teste;24;0;24;;;
;7891155065838;conjunto copos sm aurora 6un;produto teste;18;1;18;;;
;7891155065814;conjunto copos sm zumba 6un;produto teste;17;0;17;;;
;7891240000263;Conjunto de Copos Brasil;produto teste;15;0;15;;;
;2990015;conjunto de taça ;produto teste;18;1;18;;;
;7891112207110;conjunto de talher tramontina;produto teste;42,5;0;42,5;;;
;7896502843459;conjunto de talheres;produto teste;32;-1;32;;;
;7898264715555;conjunto ercaplast 3pcs;produto teste;9,9;1;9,9;;;
;7897698203584;Conjunto mant Mb 5 peças;produto teste;25;5;25;;;
;7891155034520;conjunto nadir ginga 5pcs;produto teste;35;4;35;;;
;7898230049264;conjunto para banheiro tecelagem 3pcs;produto teste;20;0;20;;;
;7899751102605;conjunto para churrasco original;produto teste;38,9;1;38,9;;;
;7896042037134;conjunto porta mant dec 02 rosca ref 3713;produto teste;18,9;0;18,9;;;
;7898378690595;Conjunto pote c/3 ;produto teste;8,75;1;8,75;;;
;7896479973371;Conjunto una martinazzo;produto teste;28;2;28;;;
;7896479973395;conjunto una martizzano ;produto teste;28;1;28;;;
;7896479973388;conjunto una matizzano verde;produto teste;28;3;28;;;
;7891800637601;contonete baby shark 150 unidades;produto teste;7,5;-1;7,5;;;
;7891010560812;contonete jonson 150 un;produto teste;9,9;36;9,9;;;
;7898935462023;contonete pote minions 150 unidades;produto teste;7,5;3;7,5;;;
;7898909332116;contonete use it 75 und;produto teste;1,7;-52;1,7;;;
;7894488000101;contonetes floconetes ;produto teste;1,9;0;1,9;;;
;7898322645312;Controle de velocidade p/ ventillador;produto teste;35;0;35;;;
;7896066720104;coper top chocolate meio amargo 1.010kg;produto teste;20;-1;20;;;
;7897312401853;copo 180 ml FC;produto teste;4;2;4;;;
;2990063;copo aluminio ;produto teste;4,9;19;4,9;;;
;2000;copo aluminio sem alça;produto teste;2,9;-3;2,9;;;
;49693;copo americano;produto teste;1,5;72;1,5;;;
;2990072;copo americano dose 45ml ;produto teste;2,2;23;2,2;;;
;7896036575079;Copo antivazamento rosa 250ml;produto teste;13,5;6;13,5;;;
;7896699013451;Copo antivazan loly az c/ alca 250ml;produto teste;17;3;17;;;
;7899676511766;COPO AV AMAZON ;produto teste;3,9;13;3,9;;;
;49754;copo brasil 1un;produto teste;2,5;-7;2,5;;;
;879101;copo de aluminio c/ alsa;produto teste;3,3;7;3,3;;;
;7898627521441;COPO DE ALUMIO NORDESTE ;produto teste;3,75;-3;3,75;;;
;2006;copo de vidro p suco elite;produto teste;5,25;-12;5,25;;;
;3365;Copo de vidro p/ suco milano long ;produto teste;5,5;2;5,5;;;
;7896322701328;copo descartavel 100 ml branco ;produto teste;4,5;-70;4,5;;;
;7898371000032;copo descartavel 180ml copobras;produto teste;4,6;0;4,6;;;
;7896322701458;copo descartavel 180ml happy;produto teste;4,6;71;4,6;;;
;7898287990434;copo descartavel 180ml marata;produto teste;4,6;-4;4,6;;;
;7897816230027;copo descartavel 200 ml azul ;produto teste;4,5;-15;4,5;;;
;7897816230225;copo descartavel 200 ml rosa;produto teste;4,5;22;4,5;;;
;7898302980129;copo descartavel 450 ml ultra copos;produto teste;5,3;0;5,3;;;
;7896030892516;copo descartavel copobras 180ml;produto teste;4,2;17;4,2;;;
;7898939720273;Copo descartavel cristal copo 100ml;produto teste;3,5;-5;3,5;;;
;7898939720280;copo descartavel cristral copo 100ml;produto teste;3,5;-8;3,5;;;
;7896322700819;copo descartavel de 400 ml ;produto teste;7,5;14;7,5;;;
;742832318921;copo descartavel fonplast 180ml ;produto teste;4;3;4;;;
;742832162494;Copo descartavel fonplast 250ml;produto teste;6;8;6;;;
;742832162449;Copo descartavel fonplast 400ml ;produto teste;5,3;1;5,3;;;
;7896322701434;copo descartavel total plast 50ml;produto teste;2;-32;2;;;
;7898939720068;Copo descartavel transp. cristal 180ml;produto teste;3,4;36;3,4;;;
;7897816237026;Copo descartavel trik trik azul 200ml;produto teste;4;5;4;;;
;7898339190072;Copo descartavel ultra copos 50 un;produto teste;3;10;3;;;
;7896594861973;copo diamante 300ml transparente;produto teste;4;19;4;;;
;7896594861034;copo diamante 300ml verde;produto teste;3,95;4;3,95;;;
;7896594861003;copo diamante cristal TRANSP 490ml;produto teste;3,95;-9;3,95;;;
;7896594861058;copo diamante vermelho 490ml;produto teste;3,95;1;3,95;;;
;2010;copo drink colorido;produto teste;3,5;6;3,5;;;
;7896699023627;COPO LOLLY ROSA 250NL;produto teste;12,9;0;12,9;;;
;7896699013970;Copo loly antivazan rosa c/ alca 250ml;produto teste;17;5;17;;;
;7891155005032;copo longo vidro;produto teste;6;15;6;;;
;49692;copo nadir 300ml;produto teste;2,5;0;2,5;;;
;7891155016427;Copo nadir boteco un;produto teste;3;100;3;;;
;49691;COPO NADIR UNID 265ML;produto teste;2,5;20;2,5;;;
